# AlloCiné ID,IMDb ID,BetaSeries ID,SensCritique ID
23731,tt6053512,home-before-dark,Home_Before_Dark/36245655
23737,tt7082442,everyone-is-doing-great,Everyone_is_Doing_Great/43711735
23740,tt8000674,little-america,Little_America/35532552
23742,tt8462412,northern-rescue,Northern_Rescue/35202760
23744,tt8575476,hache,H/40310695
23747,tt8594028,reprisal,Reprisal/36128305
23751,tt6741278,invincible-2020,Invincible/38926255
23753,tt8878862,cidade-invisivel,La_Cite_invisible/36073046
23754,tt8593252,coroner,Coroner/38150789
23756,tt5249462,boku-dake-ga-inai-machi,Erased/18090167
23761,tt8595140,the-conners-2018,The_Conners/35805427
23768,tt4284216,healer,Healer/12965979
23778,tt6821044,the-loudest-voice,The_Loudest_Voice/37842060
23779,tt6233538,roman-empire-reign-of-blood,Roman_Empire/23587297
23780,tt4574736,charlotte-2015,Charlotte/12973457
23782,tt8905948,david-makes-man,David_Makes_Man/36370696
23786,tt7472896,mr-inbetween,Mr_Inbetween/35581006
23787,tt8447606,kallys-mashup,Kally_s_mashup/36376038
23790,tt8633518,weird-city,Weird_City/35532328
23792,tt8652642,wu-assassins,Wu_Assassins/35563132
23804,tt8667956,freud-2020,Freud/35758685
23807,tt9058134,kengan-ashura,Kengan_Ashura/31960065
23809,tt13004808,50-nuances-de-grecs,50_nuances_de_Grecs/29450800
23813,tt9288848,pacific-rim-the-black,Pacific_Rim_The_Black/38267913
23817,tt5909930,ghoul,Ghoul/35767692
23827,tt8289758,briarpatch,Briarpatch/37545905
23828,tt8688814,the-dragon-prince,Le_Prince_des_Dragons/35785599
23829,tt8690440,reckoning,Reckoning/35780810
23830,tt8905964,irmandade,Freres_de_crime/40331406
23837,tt9900092,motherland-fort-salem,Motherland_Fort_Salem/35780818
23839,tt7978912,the-bletchley-circle-san-francisco,Enquetes_Codees_San_Francisco/35701917
23840,tt10916128,peur-sur-le-lac,Peur_sur_le_Lac/39655664
23845,tt8697870,the-nevers,The_Nevers/35814111
23851,tt8712204,batwoman,Batwoman/38909100
23852,tt8725166,dark-tourist,Dark_Tourist/35831566
23853,tt5774002,jupiters-legacy,Jupiter_s_Legacy/35862734
23856,tt8741290,tales-from-the-loop,Tales_from_the_Loop/37881371
23863,tt8762206,creepshow,Creepshow/37880690
23864,tt8714904,narcos-mexico,Narcos_Mexico/36199667
23870,tt8923854,black-summer,Black_Summer/35917113
23871,tt8722888,stargirl,Stargirl/35894382
23872,tt10375672,double-je,Double_Je/39070386
23873,tt9686194,war-of-the-worlds-2019,La_Guerre_des_mondes/32118854
23877,tt9059594,star-trek-short-treks,Star_Trek_Short_Treks/38603555
23881,tt8844798,la-derniere-vague,La_Derniere_Vague/40392548
23884,tt8515016,banana-fish,Banana_Fish/30775309
23886,tt8740790,bridgerton,La_Chronique_des_Bridgerton/39745846
23905,tt8746478,fosseverdon,Fosse_Verdon/37897764
23908,tt7137906,when-they-see-us,Dans_leur_regard/35767402
23909,tt8693266,toy-boy,Toy_Boy/40291213
23911,tt8300324,i-am-a-killer,I_Am_a_Killer/35725015
23913,tt2983222,dare-me,Dare_Me/38922587
23914,tt8297022,el-embarcadero,El_embarcadero/38396506
23922,tt8760932,nine-perfect-strangers,Nine_Perfect_Strangers/39437815
23924,tt8755226,daybreak,Daybreak/37991528
23925,tt9064858,them-covenant,Eux/36004553
23926,tt8771910,self-made-inspired-by-the-life-of-madam-cj-walker,Self_Made_D_apres_la_vie_de_Madam_C_J_Walker/36015200
23927,tt6616260,deadwind,Deadwind/36331200
23928,tt8965666,dispatches-from-elsewhere,Dispatches_From_Elsewhere/36003101
23929,tt9073958,white-lines,White_Lines/36015199
23940,tt8690776,sky-rojo,Sky_Rojo/43816901
23941,tt8633062,the-wilds,The_Wilds/36445608
23945,tt8962130,shrill,Shrill/38680299
23948,tt8200550,gold-digger-2019,Gold_Digger/37881131
23949,tt8806524,star-trek-picard,Star_Trek_Picard/38986040
23964,tt8670784,angels-of-death,Angels_of_Death/31771540
23978,tt8879940,mythic-quest-ravens-banquet,Mythic_Quest_Le_Festin_du_Corbeau/38928524
23988,tt8880894,living-with-yourself,Living_With_Yourself/36150254
23989,tt10233448,vinland-saga,Vinland_Saga/31694146
23992,tt7939218,devils,Devils/36187752
24010,tt8860450,what-if-2019,What_If/36421285
24037,tt8690728,goblin-slayer,Goblin_Slayer/35806887
24041,tt9050366,karakuri-circus,Karakuri_Circus/36281683
24063,tt8268834,hp,HP/37562481
24070,tt7736572,temple,Temple/29798873
24071,tt11523800,lagent-immobilier,L_Agent_immobilier/40445369
24084,tt2235759,the-great,The_Great/36335903
24089,tt10344410,panic-2019,Panic/37881364
24092,tt8910922,solar-opposites,Solar_Opposites/38650912
24100,tt8787372,la-caza-2019,La_Caza_Monteperdido/39576547
24102,tt8344544,dejate-llevar,Perfect_Life/39028766
24117,tt10094634,une-ile,Une_ile/41095988
24133,tt9039148,les-emmerdeurs,Les_Emmerdeurs/37529024
24135,tt9046512,groom,Groom/37548990
24137,tt9458304,dororo-2019,Dororo/37854113
24139,tt10313176,nancy-drew-2019,Nancy_Drew/39566321
24143,tt6681686,alex,ALEX/28747341
24149,tt6385540,hilda,Hilda/37306899
24172,tt9140554,marvels-loki,Loki/37416367
24173,tt9140560,marvels-wandavision,Wanda_Vision/37416364
24174,tt8403536,mr-iglesias,Mr_Iglesias/36245656
24182,tt1308089,acertainmagicalindex,A_Certain_Magical_Index/370828
24186,tt5473364,the-cry,The_Cry/35868690
24192,tt9027772,the-birch,The_Birch/39710085
24193,tt2304589,defending-jacob,Defendre_Jacob/37549135
24195,tt9039142,no-good-nick,No_Good_Nick/37881362
24198,tt8404094,aj-and-the-queen,AJ_And_The_Queen/33512871
24205,tt9054904,why-women-kill,Why_Women_Kill/37873022
24206,tt7035576,al-hayba,Reverence/33455540
24207,tt7765404,wayne,Wayne/37880278
24209,tt8577458,high-fidelity,High_Fidelity/38838253
24217,tt11469136,je-te-promets,Je_te_promets/37881196
24218,tt10423460,family-business-2019,Family_Business/38693663
24219,tt10875696,marianne,Marianne/39763523
24221,tt11829316,vampires,Vampires/40703135
24222,tt9077530,virgin-river,Virgin_River/37880245
24223,tt9077540,sweet-magnolias,A_l_ombre_des_magnolias/37881369
24224,tt8777690,crossing-swords,Crossing_Swords/37642884
24225,tt9067020,the-i-land,The_I_Land/37657898
24226,tt8826128,october-faction,October_Faction/37657900
24227,tt9059350,warrior-nun,Warrior_Nun/37657903
24237,tt9272942,zerosterone,Zerosterone/38787730
24239,tt9179552,dr-death-2020,Dr_Death/39779316
24240,tt7950706,leonardo-2021,Leonardo/40495618
24241,tt9077562,hoops,Hoops/42648825
24246,tt7440274,medal-of-honor,Medal_of_Honor_Les_heros_militaires_americains/37802000
24252,tt10329024,bob-hearts-abishola,Bob_Hearts_Abishola/39567108
24255,tt9170108,raised-by-wolves-2020,Raised_by_Wolves/37881365
24259,tt9103772,limetown,Limetown/38595317
24261,tt7605396,the-twelve,The_Twelve/39028770
24264,tt9289504,prise-au-piege,Prise_au_piege/38765511
24266,tt8001092,world-on-fire,World_On_Fire/39655673
24267,tt7475590,kung-fu-2021,Kung_Fu/42138697
24268,tt8001250,siempre-bruja,L_eternelle_sorciere/38666813
24270,tt9077192,haunted-2018,L_irreel_Incroyables_temoignages/37615978
24272,tt9641192,frontera-verde,Frontera_Verde/39764206
24273,tt9117054,spinning-out,Spinning_Out/37873011
24279,tt9118930,wild-bill,Wild_Bill/37879688
24283,tt8961508,high-seas,Haute_Mer/39366396
24287,tt8129450,breeders,Breeders/39570415
24290,tt10371844,les-sauvages,Les_Sauvages/40201450
24292,tt6658720,keeping-faith,Keeping_Faith/28575081
24293,tt11537880,valide,Valide/37881383
24298,tt9134194,trinkets,Trinkets/37879647
24304,tt10094402,cheyenne-et-lola,Cheyenne_et_Lola/38765531
24307,tt9153270,family-reunion,Bienvenue_chez_Mamilia/39239461
24308,tt9011118,moscow-noir,Moscow_Noir/38837082
24309,tt9131136,cheat-2019,Obsession/39021654
24316,tt9169658,emergence-2019,Emergence/39239608
24332,tt7441658,black-clover,Black_Clover/28083843
24339,tt8438524,how-not-to-summon-a-demon-lord,How_Not_to_Summon_a_Demon_Lord/33455510
24341,tt8201142,dark-mony,Le_Prix_du_Silence/37988730
24351,tt9184982,tribes-of-europa,Tribes_of_Europa/38165490
24353,tt9184970,skylines,Skylines/39973170
24355,tt9184986,barbarians,Barbares/43074255
24357,tt9204128,the-mallorca-files,The_Mallorca_Files/38016417
24358,tt7153034,the-bureau-of-magical-things,The_Bureau_of_Magical_Things/35739160
24365,tt9184820,star-trek-lower-decks,Star_Trek_Lower_Decks/39756160
24379,tt10477528,the-naked-director,The_Naked_Director/39751619
24383,tt5905354,norsemen,Norsemen/23056677
24384,tt9073898,duncanville,Duncanville/41470185
24385,tt5866284,dark-heart-aka-wagstaffe,Dark_Heart/23490434
24391,tt10160804,marvels-hawkeye,Hawkeye/39118971
24392,tt8201186,the-capture,The_Capture/38765575
24397,tt9208876,marvels-falcon-winter-soldier,Falcon_et_le_Soldat_de_l_hiver/38080734
24399,tt9244556,mrs-america,Mrs_America/38084208
24404,tt10361016,penny-dreadful-city-of-angels,Penny_Dreadful_City_of_Angels/38101314
24411,tt9204142,caronte,Caronte/41520700
24422,tt9288860,trash-truck,Nico_Nickel_le_camion_poubelle/43674572
24430,tt9310330,yasuke,Yasuke/43324776
24434,tt9251798,ragnarok,Ragnarok/38248425
24440,tt9253284,star-wars-andor,Andor/38202622
24441,tt9253866,our-planet-2019,Notre_planete/38202752
24452,tt9310136,interrogation,Interrogation/38257929
24456,tt9307686,fire-force,Fire_Force/38266274
24457,tt9252156,departure,Departure/38271510
24458,tt9319668,1899,1899/38765525
24462,tt11695720,amour-fou,Amour_fou/38765513
24465,tt13879466,the-one,The_One/38299464
24466,tt9308682,the-liberator,The_Liberator/38299433
24480,tt12809988,sweet-tooth,Sweet_Tooth/38765572
24485,tt6134022,la-porta-rossa,La_porta_rossa/38593977
24494,tt11542920,omniscient,Omniscient/39210998
24495,tt10214834,mouche,Mouche/38765510
24499,tt8452308,el-recluso,Le_Detenu/37562180
24500,tt8236556,memories-of-the-alhambra,Memories_of_the_Alhambra/34949983
24503,tt6322264,inside-the-worlds-toughest-prisons,Inside_the_World_s_Toughest_Prisons/19473969
24511,tt8914684,sunderland-til-i-die,Sunderland_Envers_et_contre_tous/38754955
24518,tt7718110,hightown,Hightown/36902679
24525,tt9359220,young-wallander,Le_jeune_Wallander/38754186
24529,tt11022110,pour-sarah-fr,Pour_Sarah_FR/40200930
24530,tt8778064,the-society,The_Society/38485041
24545,tt7768192,the-dublin-murders,Dublin_Murders/38765536
24548,tt9074360,trackers-za,Trackers/40577444
24549,tt8550800,the-outsider-2020,The_Outsider/38554403
24566,tt9426290,queen-sono,Queen_Sono/38654499
24572,tt7520794,russian-doll,Poupee_russe/38834266
24580,tt8324422,pen15,PEN15/38370549
24581,tt8115666,fast-layne,Fast_Lane/24971913
24583,tt9421868,selena-the-series,Selena_La_serie/38667120
24585,tt9425132,conversations-with-a-killer-the-ted-bundy-tapes,Ted_Bundy_Autoportrait_d_un_tueur/38665964
24589,tt9446688,i-am-not-okay-with-this,I_Am_Not_Okay_With_This/38680840
24593,tt11278600,opj-pacifique-sud,OPJ_Pacifique_Sud/39239422
24602,tt9460858,la-valla,L_Autre_Cote/38109224
24603,tt9454736,intelligence-2020,Intelligence/41386298
24610,tt6785194,mafia-undercover,Au_Coeur_de_la_Mafia/38929425
24614,tt10327526,filthy-rich-2019,Filthy_Rich/38765542
24625,tt8001106,girihaji,Giri_Haji/40398846
24626,tt8270592,miss-scarlet-and-the-duke,Miss_Scarlet_And_The_Duke/39042886
24627,tt5038858,case,Case/22949359
24629,tt6060992,greyzone,Greyzone/28979686
24631,tt9569546,halston,Halston/38842681
24633,tt11311302,vikings-valhalla,Vikings_Valhalla/38851704
24635,tt9561862,love-death-robots,Love_Death_Robots/38867539
24639,tt13462310,3615-monique,3615_Monique/39244648
24644,tt9055008,evil,Evil/39239450
24647,tt2403776,shadow-and-bone,Shadow_and_Bone_La_Saga_Grisha/38883950
24652,tt10314462,zoeys-extraordinary-playlist,Zoey_et_son_incroyable_playlist/39567090
24662,tt9165830,council-of-dads,Council_Of_Dads/39566315
24672,tt9612516,space-force,Space_Force/38905956
24677,tt9307990,lincoln-2019,Lincoln_Rhyme_Hunt_for_the_Bone_Collector/39568055
24690,tt9817980,domestic-girlfriend,Domestic_Girlfriend/38444096
24692,tt10312964,katy-keene,Katy_Keene/38993825
24693,tt10155688,mare-of-easttown,Mare_of_Easttown/38915361
24694,tt9660182,resident-evil,Resident_Evil/12734533
24697,tt10327294,outmatched,Outmatched/39245155
24699,tt9654086,go-vive-a-tu-manera,Poursuis_tes_reves/39173269
24702,tt10327412,tommy,Tommy/39567568
24705,tt9698442,behind-her-eyes,Mon_amie_Adele/38918795
24709,tt9398466,delhi-crime,Delhi_Crime/38922363
24711,tt9164986,the-baker-and-the-beauty,The_Baker_and_The_Beauty/39239370
24712,tt10327354,prodigal-son,Prodigal_Son/39028938
24718,tt5500158,pitch,Pitch/39266380
24719,tt10313066,stumptown,Stumptown/38972804
24721,tt1831804,the-stand-2020,Le_Fleau/38924941
24725,tt7181728,your-honor,Your_Honor/38926278
24726,tt9695266,diary-of-a-female-president,Journal_d_une_Future_Presidente/38926248
24727,tt10329042,all-rise,All_Rise/39567105
24729,tt11815244,the-republic-of-sarah,The_Republic_Of_Sarah/42138698
24733,tt9742936,fbi-most-wanted,FBI_Most_Wanted/39567102
24736,tt10312776,bluff-city-law,Bluff_City_Law/39244652
24740,tt9068332,bless-the-harts,Bless_the_Harts/37619710
24749,tt9731288,valeria-2020,Valeria/38940736
24750,tt9315054,next-2019,ne_Xt/39567125
24752,tt9731222,el-vecino,Le_Voisin/41014374
24753,tt8873996,deputy,Deputy/39245116
24755,tt9731242,el-desorden-que-dejas,Apres_toi_le_chaos/43673852
24756,tt9731254,dias-de-navidad,Trois_Noels/40881174
24758,tt9758080,olivia,Olivia/40299031
24760,tt10037034,gentefied,Gentefied/38933786
24765,tt9130542,romance-is-a-bonus-book,Romance_is_a_Bonus_Book/38442615
24767,tt8629136,spides,Spides/39244033
24771,tt10327830,for-life,For_Life/39626195
24776,tt9145334,when-hope-calls,When_Hope_Calls/39246839
24777,tt7965802,megalo-box,Megalo_Box/29580979
24778,tt9811118,modok,M_O_D_O_K/38960517
24784,tt9764386,30-coins,30_Coins/38939875
24791,tt9812666,parlement,Parlement/41747915
24792,tt7649694,ramy,Ramy/38933985
24794,tt9770286,merry-happy-whatever,Merry_Happy_Whatever/39683496
24796,tt9815454,unorthodox,Unorthodox/39579996
24797,tt9849210,biohackers,Biohackers/41983779
24800,tt9815502,bloodride,Bloodride/41489521
24804,tt9165444,not-just-me,Almost_Family/36445481
24806,tt10681240,la-templanza,La_Templanza/38944295
24809,tt10689614,el-cid,Le_Cid/38944297
24815,tt10091306,el-presidente,El_Presidente/38944308
24836,tt11080216,en-therapie-fr,En_therapie/40875175
24838,tt9850952,medical-police,Medical_Police/38958434
24843,tt7411098,baghdad-central,Baghdad_Central/41411127
24854,tt8289930,formula-1-drive-to-survive,Formule_1_Pilotes_de_leur_destin/39002802
24857,tt8517780,si-no-thagues-conegut,If_I_Hadn_t_Met_You/39022844
24860,tt7197558,carlo-malik,Carlo_et_Malik/38356683
24861,tt9012876,firefly-lane,Toujours_la_pour_toi/38965142
24863,tt9827854,hollywood-2020,Hollywood/38967863
24868,tt9860690,gremlins-secrets-of-the-mogwai,Gremlins_Secrets_of_the_Mogwai/39733687
24869,tt8311576,the-murders,The_Murders/39043572
24872,tt9848536,we-are-who-we-are,We_Are_Who_We_Are/39246806
24881,tt8531222,dave-2020,Dave/38978163
24883,tt8690518,the-baby-sitters-club-2020,Les_Baby_sitters/39776640
24884,tt9472282,dna-nl,Kidnapping/39245125
24886,tt8404520,ares,Ares/41006822
24893,tt9698480,the-stranger-2020,Intimidation/38921427
24895,tt10370486,moloch,Moloch/39239234
24922,tt8543208,looney-tunes-cartoons,Looney_Tunes_Cartoons/40574141
24925,tt3673480,the-good-lord-bird,The_Good_Lord_Bird/38236976
24928,tt10168312,marvels-what-if,What_if/39014704
24930,tt10009170,blood-of-zeus,Blood_of_Zeus/39016090
24939,tt10059744,die-neue-zeit,Bauhaus_Un_temps_nouveau/39028762
24940,tt9184994,how-to-sell-drugs-online-fast,How_to_Sell_Drugs_Online_Fast/39028763
24942,tt8333976,magnus,Magnus/38861597
24943,tt10184042,nehama,Nehama/39028765
24952,tt9151230,the-outbreak,To_the_Lake/40616745
24957,tt8560918,la-reina-del-flow,The_Queen_of_Flow/35177986
24958,tt8425404,the-bay-2019,The_Bay/35246085
24962,tt10044952,you-vs-wild,You_vs_Wild/39029892
24965,tt10276062,mixed-ish,Mixed_ish/39567572
24967,tt11950864,astrid-et-raphaelle,Astrid_et_Raphaelle/39021663
24971,tt10048342,the-queens-gambit,Le_Jeu_de_la_dame/39032081
24973,tt8995604,my-first-first-love,My_First_First_Love/39052067
24988,tt9046782,yankee,Yankee/39238330
24989,tt7559438,dead-pixels,Dead_Pixels/39250020
24990,tt11469120,romance,Romance/39239332
24996,tt10075318,atiye,The_Gift/39244642
25000,tt9327706,calls-us,Calls_US/44260575
25013,tt9174612,mirage,Mirage/39238531
25018,tt10133370,stalk,Stalk/39239496
25020,tt13028638,un-homme-ordinaire,Un_homme_ordinaire/42856067
25023,tt9168904,bia,Bia/40208682
25037,tt8594324,ghosts-2019,Ghosts/39232807
25046,tt10148174,the-walking-dead-world-beyond,The_Walking_Dead_World_Beyond/39042927
25047,tt3319460,liseys-story,Histoire_de_Lisey/39087581
25048,tt10064124,perdida,La_Disparition_de_Soledad/41201528
25052,tt10151772,sneakerheads,Sneaker_Addicts/43088706
25063,tt8164794,lunatics,Lunatics/39238412
25065,tt8879894,shadowplay,Shadowplay/39108261
25066,tt10166602,love-victor,Love_Victor/39133537
25071,tt10545250,eden-3,Eden/39203270
25075,tt10688206,tropiques-criminels,Tropiques_criminels/40570099
25076,tt10162586,marvels-616,Marvel_616/43287189
25084,tt10147520,los-favoritos-de-midas,Coup_pour_coup/39074544
25097,tt10147644,el-inocente,El_Inocente/39074538
25099,tt8750956,arthdal-chronicles,Arthdal_Chronicles/38778183
25106,tt10266874,marvels-helstrom,Helstrom/39436693
25107,tt10279176,coyote-2020,Coyote/39570418
25112,tt10241238,reality-z,Reality_Z/39347425
25119,tt10569810,possessions,Possessions/39655665
25121,tt10207090,pandora-2019,Pandora/39566033
25126,tt9140632,the-great-north,The_Great_North/39567121
25128,tt10323338,9-1-1-lone-star,9_1_1_Lone_Star/39568323
25129,tt10311562,blackaf,black_AF/39567574
25130,tt10883660,antidisturbios,Antidisturbios/42487582
25132,tt10332508,primal,Primal/39568872
25136,tt10394778,vagrant-queen,Vagrant_Queen/39570285
25137,tt10359446,the-chef-show,The_Chef_Show/39700589
25147,tt13044528,la-revolution,La_Revolution/38489384
25149,tt11269886,summertime,Trois_metres_au_dessus_du_ciel/41529888
25155,tt7661384,the-l-word-generation-q,The_L_Word_Generation_Q/39641799
25156,tt10375568,vis-a-vis-el-oasis,Vis_a_vis_El_oasis/40538634
25157,tt0965394,sanctuary,Sanctuary/251172
25158,tt10122814,mental-fr,Mental/40215720
25161,tt10380768,love-life-2020,Love_Life/39636084
25163,tt10383046,veneno,Veneno/41883108
25164,tt10404698,monsterland,Monsterland/41276056
25167,tt12411074,paranormal,Paranormal/43173164
25175,tt10405220,romulus,Romulus/41983814
25179,tt9587732,jugar-con-fuego,Les_Perils_de_l_amour/39664392
25183,tt9059760,normal-people,Normal_People/39659682
25187,tt10436228,jurassic-world-camp-cretaceous,Jurassic_World_La_Colo_du_Cretace/39664481
25202,tt9704568,deadwater-fell,Le_Mystere_Kendrick/41288808
25204,tt8332130,beforeigners,Beforeigners/39788771
25218,tt10516496,chip-n-dale-park-life,Les_aventures_au_parc_de_Tic_et_Tac/44152795
25225,tt10482370,the-third-day,The_Third_Day/39710106
25236,tt8335218,no-mans-land-2020,No_Man_s_Land/39710589
25239,tt8430356,this-way-up,This_Way_Up/39759000
25240,tt9849190,little-birds,Little_Birds/38958435
25250,tt7671070,industry,Industry/39713619
25252,tt8523042,vagabond-kr,Vagabond/36477578
25253,tt10405394,designated-survivor-60-days,Designated_Survivor_60_Days/39653745
25254,tt13190868,le-mensonge,Le_Mensonge/43082389
25256,tt11344248,reunions,Reunions/41841240
25258,tt11815682,hacks-2021,Hacks/44751520
25259,tt11469918,laetitia,Laetitia/41264094
25260,tt11358372,derby-girl,Derby_Girl/42144394
25266,tt10551256,age-of-samurai-battle-for-japan,Le_Temps_des_samourais_Les_origines_sanglantes_du_Japon/44147363
25267,tt9310372,typewriter,Typewriter/39751658
25274,tt10535076,honour,Honour/41970231
25277,tt6075088,two-weeks-to-live,Two_Weeks_To_Live/39726653
25278,tt3464896,small-axe,Small_Axe/39726651
25279,tt11131962,boca-a-boca,Boca_A_Boca/42626386
25280,tt10517426,our-boys,Our_Boys/23061567
25284,tt7808566,made-for-love,Made_For_Love/39725311
25299,tt10584608,teenage-bounty-hunters,Teenage_Bounty_Hunters/39729276
25302,tt10580064,most-dangerous-game,Most_Dangerous_Game/39729279
25304,tt10970552,the-haunting-of-hill-house,The_Haunting_of_Bly_Manor/43225885
25308,tt8685324,sanditon,Bienvenue_a_Sanditon/39873264
25310,tt10574558,midnight-mass,The_Midnight_Club/39733654
25313,tt10955558,la-garconne,La_Garconne/41276710
25319,tt11724100,h24,H24/41146607
25330,tt9185110,the-a-list,The_A_List/37947209
25337,tt10623550,the-fugitive-2020,The_Fugitive/39743427
25348,tt10062292,never-have-i-ever,Mes_Premieres_Fois/39034502
25352,tt10625812,spy-city,Spy_City/39746700
25353,tt3895150,shigatsu-wa-kimi-no-uso,Your_Lie_in_April/16099308
25362,tt7985576,the-serpent,Le_Serpent/30533957
25367,tt9174582,brassic,Brassic/39764212
25369,tt10840070,paris-police-1900,Paris_Police_1900/39764208
25370,tt8648176,meurtres-en-eaux-troubles,Meurtres_en_eaux_troubles/39765405
25375,tt10653784,gossip-girl-2021,Gossip_Girl/39751693
25408,tt8285216,better-than-us,Better_Than_Us/38245323
25409,tt5203748,13-commandments,13_commandements/31426449
25413,tt10732104,power-book-ii-ghost,Power_Book_II_Ghost/39760697
25424,tt10680614,a-teacher,A_Teacher/39765327
25426,tt10726356,the-big-show-show,Le_show_de_Big_Show/41855608
25428,tt10726424,die-hart,Die_Hart/41280918
25429,tt2098220,hunter-x-hunter-2011,Hunter_Hunter/390203
25431,tt10069398,home-for-christmas,Home_for_Christmas/40861648
25438,tt10417836,work-in-progress,Work_in_Progress/38452952
25439,tt9839146,blood-water,Blood_Water/38972760
25445,tt10516352,ak-101,Love_101/41916270
25456,tt8121156,gr5,GR5/44872649
25457,tt10768876,ovnis,OVNI_s/43218190
25459,tt10767748,tiny-pretty-things,Tiny_Pretty_Things/39776610
25464,tt9310400,the-stranded,The_Stranded/40497722
25480,tt10801368,starstruck,Starstruck/44742010
25484,tt10813940,ginny-georgia,Ginny_Georgia/39784479
25504,tt10228230,quiz,Quiz/39788290
25506,tt10814438,betty,Betty/39786855
25512,tt10826054,masters-of-the-universe-revelation,Masters_of_the_Universe_Revelation/39790823
25515,tt10839422,sexlife-2020,Sex_Life/39791043
25521,tt4584326,seraph-of-the-end,Seraph_of_the_End/15787674
25526,tt10945036,the-upshaws,La_famille_Upshaw/39792287
25527,tt10846104,we-are-lady-parts,We_Are_Lady_Parts/44844566
25537,tt9348692,criminal,Criminal_Royaume_Uni/38476351
25540,tt10846250,roadkill-2020,Roadkill/39813506
25544,tt10857164,ms-marvel,Ms_Marvel/39815096
25546,tt10234724,marvels-moon-knight,Moon_Knight/39815092
25549,tt10196390,the-world-according-to-jeff-goldblum,Le_Monde_selon_Jeff_Goldblum/39134547
25555,tt10930958,brews-brothers,Brews_Brothers/41480620
25557,tt10846464,i-hate-suzie,I_Hate_Suzie/42836937
25559,tt13223570,first-ladies-2021,The_First_Lady/39872551
25564,tt11043632,beastars,Beastars/38931783
25570,tt9059820,the-nest,The_Nest/38239399
25574,tt10888876,love-anarchy,Love_Anarchy/43287908
25576,tt8655736,monarca,Monarca/35658406
25578,tt10837476,inside-bills-brain-decoding-bill-gates,Dans_le_cerveau_de_Bill_Gates/40167699
25583,tt11658082,3-caminos,3_Caminos/43795444
25584,tt9131050,a-confession,A_Confession/38190737
25585,tt10919486,into-the-night,Into_The_Night/40206479
25587,tt11806034,maskineriet,The_Machinery/43797181
25594,tt10971022,the-crew-2021,The_Crew/22462460
25600,tt10939214,too-close,Too_Close/44556581
25602,tt10971064,mr-corman,Mr_Corman/40212161
25607,tt10833132,el-club,El_Club/40610824
25616,tt14060708,hpi,HPI/41158430
25620,tt10262630,extracurricular,Extracurricular/41732100
25621,tt9544034,the-family-man-2019,The_Family_Man/40235168
25625,tt11004134,ghostwriter-2019,Le_secret_de_la_plume/40257195
25628,tt10857210,muppets-now,Le_Nouveau_Muppet_Show/39815146
25631,tt12101170,derapages,Derapages/39071963
25633,tt11198330,house-of-the-dragon,House_of_the_Dragon/40572227
25634,tt11058644,my-holo-love,My_Holo_Love/41297956
25637,tt9466596,darkness-those-who-kill,Le_tueur_de_l_ombre/39161334
25640,tt13144222,18h30,18h30/43060272
25644,tt11875316,the-mysterious-benedict-society,Le_Mysterieux_Cercle_Benedict/40269997
25649,tt11041132,the-mosquito-coast,The_Mosquito_Coast/40299240
25654,tt12987918,bom-dia-veronica,Bom_Dia_Veronica/43318046
25661,tt9335498,demon-slayer-kimetsu-no-yaiba,Demon_Slayer/34864180
25663,tt12079136,cellule-de-crise-2020,Cellule_de_crise/41158680
25664,tt8589702,apocalypse-la-guerre-des-mondes-1945-1991,Apocalypse_la_guerre_des_mondes_1945_1991/40524486
25673,tt13206854,moah,Moah/42516048
25674,tt10985096,call-me-kat,Call_Me_Kat/41470186
25686,tt11006642,walker-texas-ranger-2020,Walker/41154196
25687,tt11248266,leffondrement,L_Effondrement/40504203
25688,tt10580092,the-oval,The_Oval/40247048
25693,tt10479420,given,Given/39636088
25715,tt9257258,kevin-can-f-himself,Kevin_Can_F_k_Himself/40389998
25716,tt10436362,punky-brewster-2021,Punky_Brewster/40306248
25725,tt9140342,its-a-sin,It_s_A_Sin/40406026
25731,tt9104072,50-states-of-fright,50_States_Of_Fright/37619709
25733,tt11097374,blindspotting-2021,Blindspotting/43614168
25734,tt10404664,zomboat,Zomboat/40362760
25737,tt9174536,the-comey-rule,The_Comey_Rule/40464774
25740,tt9698480,the-stranger-2020,Intimidation/38921427
25748,tt11110622,white-house-farm,Meurtres_a_White_House_Farm/41138297
25750,tt11102190,katla,Katla/44861745
25752,tt10487072,prank-encounters,Cauchemars_et_canulars/40517400
25762,tt10986410,ted-lasso,Ted_Lasso/40564961
25763,tt11737794,run-the-world,Run_The_World/41252413
25766,tt12810142,de-gaulle-leclat-et-le-secret,De_Gaulle_l_eclat_et_le_secret/43287956
25777,tt13286778,la-flamme,La_Flamme/41916293
25786,tt11243112,voltaire-mixte,Mixte/40621561
25788,tt10473150,grand-army,Grand_Army/42915627
25796,tt10329642,secrets-of-sulphur-springs,Les_Secrets_de_Sulphur_Spring/38934138
25797,tt11204260,i-may-destroy-you,I_May_Destroy_You/40606797
25804,tt10394886,the-salisbury-poisonings,The_Salisbury_Poisonings/40543030
25809,tt11192306,superman-lois,Superman_Lois/41154195
25829,tt11238096,big-shot-2021,Big_Shot/40578784
25846,tt11237708,rebel-2021,Rebel/43031238
25849,tt10101518,curon,Curon/42379527
25857,tt11285470,the-expecting,The_Expecting/43744723
