# AlloCiné ID,IMDb ID,BetaSeries ID,SensCritique ID
20849,tt5936448,riviera,Riviera/25329588
20851,tt5932548,britannia,Britannia/28787930
20859,tt6064882,room-104,Room_104/22289025
20867,tt2077823,perry-mason-2020,Perry_Mason/22412476
20868,tt5673782,genius-2017,Genius/25008026
20869,tt5910786,american-woman,American_Woman/29536431
20870,tt6271042,mcmafia,Mc_Mafia/28106131
20878,tt1236246,marvels-runaways,Marvel_s_Runaways/26409375
20879,tt3398540,haikyuu,Haikyu/17293666
20881,tt6693154,the-zone-2017,The_Zone/28549499
20890,tt5565334,friends-from-college,Friends_from_College/22496452
20901,tt4863504,berlin-56,Berlin_56/23318732
20902,tt5022622,squadra-criminale,Squadra_criminale/25335056
20913,tt6296094,lastman,Lastman/23536823
20921,tt6466948,alex-inc,Alex_Inc/29368092
20925,tt6040674,waco,Waco/28589200
20932,tt5743796,warrior-2019,Warrior/15852854
20933,tt5721172,the-worst-witch-2017,The_Worst_Witch/24242701
20937,tt5615700,siren-2018,Siren/28093267
20939,tt6045840,black-lightning,Black_Lightning/28644559
20941,tt6877720,insoupconnable,Insoupconnable/24991065
20949,tt2558816,eastsiders,Eastsiders/21034804
20962,tt2265544,le-croque-mort,Le_Croque_mort/18757533
20973,tt5839454,paranoid,Paranoid/22697276
20975,tt6467482,la-mante,La_Mante/27335237
20976,tt6048596,the-sinner,The_Sinner/25166045
20977,tt6272384,juste-un-regard,Juste_un_regard/23854271
20991,tt6268052,oasis,Oasis/25039987
21002,tt5788792,the-marvelous-mrs-maisel,Mme_Maisel_femme_fabuleuse/25058178
21004,tt5424556,the-same-sky,Operation_Romeo/24733425
21008,tt6461812,deception-2017,Cameron_Black_l_illusioniste/29371753
21013,tt6531888,transferts,Transferts/20139524
21014,tt10107210,eden-2019,Eden/24370274
21015,tt6533218,fatale-station,Fatale_Station/24174537
21017,tt7643322,maroni,Maroni_les_fantomes_du_fleuve/28984137
21028,tt2452242,happy-2017,Happy/28325187
21050,tt6088922,life-sentence,Life_Sentence/28941939
21058,tt6111130,swat-2017,S_W_A_T/24746599
21072,tt6110648,the-purge,The_Purge_American_Nightmare/35532216
21078,tt6109562,wellington-paranormal,Wellington_Paranormal/35531860
21079,tt6021284,liar,Liar/26702232
21083,tt6128300,dynasty-2017,Dynastie/28184559
21092,tt6128262,gunpowder,Gunpowder/27213944
21096,tt6130902,lore-2017,Mythes_et_croyances/27275197
21112,tt4902964,tangled-before-ever-after,Raiponce_la_Serie/23358283
21140,tt6038584,crazyhead,Crazyhead/23056694
21143,tt6315640,atypical,Atypical/25994893
21145,tt6160506,impulse,Impulse/31955312
21150,tt6297682,seven-seconds,Seven_Seconds/29089067
21170,tt6730152,on-va-saimer-un-peu-beaucoup,On_va_s_aimer_un_peu_beaucoup/28517383
21190,tt6794990,absentia,Absentia/25358976
21194,tt5869202,dietland,Dietland/31302570
21198,tt5957766,loudermilk,Loudermilk/28257089
21210,tt6226232,young-sheldon,Young_Sheldon/26345674
21224,tt6233618,unsolved,Classe_sans_suite/28760747
21235,tt1074206,the-passage,The_Passage/24746636
21237,tt4154858,marvels-the-inhumans,Marvel_s_Inhumans/23844427
21288,tt5676412,without-breasts-there-is-paradise,Catalina/39564887
21312,tt8050586,the-bisexual,The_Bisexual/37629541
21313,tt7120662,derry-girls,Derry_Girls/28906245
21332,tt6768146,rellik,Rellik/27693517
21348,tt6317068,final-space,Final_Space/29369894
21357,tt7379872,superstition,Superstition/27213825
21381,tt5834256,the-witness-for-the-prosecution-2016,Temoin_a_charge/23900243
21382,tt6374028,8-tage,8_jours/37722581
21389,tt4925000,descendants-of-the-sun,Descendants_of_the_Sun/18964903
21394,tt6535308,la-bouse,La_Bouse/25993944
21409,tt5618256,manhunt-unabomber,Manhunt/26598990
21410,tt6467294,somewhere-between,Somewhere_Between/25183358
21423,tt8049666,motherfatherson,Mother_Father_Son/38765522
21461,tt6478318,innocent-2017,Innocent/24495547
21463,tt5808318,the-halcyon,The_Halcyon/23983975
21480,tt6333104,hot-girls-wanted-turned-on,Hot_Girls_Wanted_Turned_On/25209356
21490,tt2177461,a-discovery-of-witches,A_Discovery_of_Witches/32576511
21504,tt6468322,la-casa-de-papel,La_Casa_de_Papel/28325461
21505,tt6704972,the-underground-railroad,The_Underground_Railroad/25098029
21507,tt5288312,skam,Skam/19651949
21513,tt9145880,love-alarm,Love_Alarm/37935254
21514,tt6394324,charmed-2018,Charmed/29798830
21522,tt6135682,marvels-spider-man,Marvel_s_Spider_Man/26565011
21524,tt5600406,darkweb,Truthpoint_Dark_Web_Rising/40928372
21547,tt6294706,the-chi,The_Chi/28266080
21556,tt7631146,the-split,The_Split/32107939
21582,tt6437276,for-the-people-2017,For_the_People/29370587
21594,tt6461736,the-brave,The_Brave/25471593
21608,tt6284774,le-tueur-du-lac,Le_Tueur_du_lac/27659315
21609,tt6269080,quadras,Quadras/26702148
21610,tt5651776,rebel,Rebel/24722520
21611,tt4124758,instinct-2018,Instinct/28842543
21612,tt6461746,reverie,Reverie/28484869
21614,tt7853580,souviens-toi,Souviens_Toi/29065885
21616,tt6461726,ap-bio,A_P_Bio/25352687
21618,tt6445112,missions,Missions/25216016
21631,tt7661368,all-about-the-washingtons,All_About_The_Washingtons/35226558
21634,tt8548830,ad-vitam,Ad_Vitam/29400181
21639,tt3332358,undeniable,Undeniable/24803050
21640,tt6563110,les-bracelets-rouges,Les_Bracelets_rouges/29538035
21646,tt6441720,the-good-karma-hospital,The_Good_Karma_Hospital/24810780
21651,tt4940366,callboys,Callboys/23870639
21654,tt6474236,the-looming-tower,The_Looming_Tower/26251687
21658,tt6484002,la-to-vegas,LA_to_Vegas/28720509
21670,tt6473344,seal-team,Seal_Team/26412627
21674,tt6487482,insatiable,Insatiable/35780787
21696,tt6503244,valor,Valor/28079734
21703,tt6474378,good-girls,Good_Girls/28644631
21717,tt6517320,too-old-to-die-young,Too_Old_to_Die_Young/30811010
21719,tt6517102,castlevania,Castlevania/24775194
21744,tt6311972,ravens-home,Raven/25295383
21746,tt5987254,im-sorry,I_m_Sorry/24846670
21748,tt6510950,condor,Condor/34996682
21756,tt6038954,picnic-at-hanging-rock,Picnic_at_Hanging_Rock/28327390
21762,tt6632308,paris-etc,Paris_Etc/28416710
21764,tt6548228,castle-rock,Castle_Rock/28267635
21768,tt6554240,heels-2020,Heels/30467173
21769,tt6563112,clique,Clique/24970750
21788,tt7367980,jai-2-amours,J_ai_2_amours/29450788
21790,tt6586318,patrick-melrose,Patrick_Melrose/29364799
21791,tt4209752,zak-storm,Zak_Storm/27095264
21794,tt6587094,five-came-back,Cinq_hommes_et_une_guerre/24932587
21805,tt8115460,suits-second-city,Suits_Jessica_Pearson/31526662
21813,tt5952634,the-spy,The_Spy/30462408
21828,tt6599482,the-romanoffs,The_Romanoffs/36002874
21836,tt6271726,blanca,Blanca/25348278
21839,tt6611916,kingdom-2019,Kingdom/24971951
21842,tt4565380,fauda,Fauda/17624639
21850,tt6873658,the-mechanism,The_Mechanism/29583508
21851,tt6932244,hanna,Hanna/37642459
21855,tt6348126,beyblade-burst,Beyblade_Burst/24153990
21867,tt6724368,fi,Fi/25759164
21909,tt7562112,pose,Pose/32114878
21915,tt6170874,salvation,Salvation/25020167
21925,tt5180734,below-the-surface,Below_the_Surface/24925906
21935,tt7278862,my-brilliant-friend,L_Amie_prodigieuse/35701407
21947,tt6970700,vivir-sin-permiso,Permis_de_vivre/37789921
21948,tt7714460,holly-weed,Holly_Weed/28723377
21954,tt7738778,les-chamois,Les_Chamois/28787302
21963,tt7368150,aux-animaux-la-guerre,Aux_animaux_la_guerre/38001957
21971,tt6729080,collateral,Collateral/30183385
21973,tt7018644,grown-ish,Grown_ish/28261466
21974,tt6148376,ben-10-2016,Ben_10_2016/23095247
21978,tt6763664,the-haunting-of-hill-house,The_Haunting_of_Hill_House/34728723
21980,tt4580372,merli,Merli/19279362
21986,tt5650650,jamestown,Jamestown_Les_conquerantes/25300175
21989,tt6779076,star-wars-forces-of-destiny,Star_Wars_Forces_du_Destin/25761731
21990,tt6464458,born-to-kill-2017,Born_to_Kill/25159956
21993,tt7242816,harrow,Dr_Harrow/30268045
21996,tt5754602,4-blocks,4_Blocks/25317442
21998,tt6916746,alexa-katie,Alexa_Katie/29896411
22007,tt7042146,carmen-sandiego,Carmen_Sandiego/38146956
22009,tt8334618,fiertes,Fiertes/32075625
22011,tt6792200,the-keepers,The_Keepers/25221582
22015,tt7177890,tell-me-your-secrets,Tell_Me_Your_Secrets/35489785
22019,tt7462410,the-wheel-of-time,La_Roue_du_Temps/39126417
22028,tt3007572,locke-key,Locke_Key/34800679
22030,tt7440726,your-honor-2020,Your_Honor/38926278
22036,tt6010920,white-gold,White_Gold/25329599
22051,tt6710836,spirit-riding-free,Spirit_Au_galop_en_toute_liberte/25311467
22055,tt7854398,les-innocents,Les_Innocents/29065767
22057,tt7671598,messiah-2020,Messiah/35489789
22059,tt7322210,the-eddy,The_Eddy/25251871
22060,tt6839788,dogs-of-berlin,Dogs_of_Berlin/36382655
22074,tt7371896,traitors,Traitors/38934675
22082,tt6835252,three-girls,Three_Girls/25289080
22095,tt6856484,ghost-wars,Ghost_Wars/28377394
22096,tt7412482,the-first,The_First/25286377
22113,tt5626028,my-hero-academia,My_Hero_Academia/18991195
22114,tt7043380,osmosis-2019,Osmosis/25330364
22118,tt6903284,nightflyers,Nightflyers/31511683
22123,tt7235466,9-1-1,9_1_1/28637801
22125,tt7124904,demain-nous-appartient,Demain_nous_appartient/26251750
22132,tt7157248,the-new-pope,The_New_Pope/25356534
22138,tt7053188,station-19,Grey_s_Anatomy_Station_19/29754250
22139,tt6905686,lovecraft-country,Lovecraft_Country/25356770
22144,tt7529770,miracle-workers-2018,Miracle_Workers/25358177
22146,tt5180504,the-witcher,The_Witcher/25357515
22147,tt6905756,der-pass,Pagan_Peak/38861767
22158,tt5973164,fearless-2017,Fearless/25476896
22162,tt6903852,ben,Ben/29453381
22177,tt6632666,project-blue-book,Projet_Blue_Book/35894386
22178,tt6938856,a-very-english-scandal,A_Very_English_Scandal/32121118
22180,tt6636246,ackley-bridge,Ackley_Bridge/26137893
22211,tt6964748,alex-rider,Alex_Rider/35973536
22215,tt8772296,euphoria-2019,Euphoria/32085796
22220,tt6866266,escape-at-dannemora,Escape_at_Dannemora/36109925
22221,tt7008682,homecoming,Homecoming/35904114
22222,tt1267295,cowboy-bebop-2020,Cowboy_Bebop/38476361
22232,tt7633516,quartier-des-banques,Quartier_des_banques/28325580
22264,tt7146600,wolf-2018,BORU/38781566
22269,tt7016936,killing-eve,Killing_Eve/27091332
22284,tt9139220,dracula-2019,Dracula/25480534
22289,tt7049682,watchmen-2019,Watchmen/25480536
22302,tt2531336,arsene-lupin-2020,Lupin/35895733
22314,tt6656238,the-rain,The_Rain/29681932
22324,tt4731072,food-wars-shokugeki-no-soma,Food_Wars/15876808
22325,tt7076630,vanity-fair-2018,La_Foire_aux_vanites/36305676
22329,tt7791216,nox,NOX/29395352
22337,tt7083006,carter,Carter/31302692
22338,tt7142738,superhigh,Superhigh/26327511
22361,tt7702924,calls,Calls/26090144
22363,tt7806456,le-miracle,II_Miracolo/33323435
22367,tt1312171,the-umbrella-academy,The_Umbrella_Academy/37749633
22373,tt7134908,elite,Elite/36073139
22375,tt7186126,the-virtues,The_Virtues/30534325
22378,tt3900614,odd-squad,Odd_Squad/15794342
22385,tt6255500,man-in-an-orange-shirt,Man_In_An_Orange_Shirt/26327393
22392,tt7158972,fugitiva,Fugitiva/38426769
22393,tt7150060,find-me-in-paris,Lena_reve_d_etoile/32576218
22398,tt7211618,gentleman-jack,Gentleman_Jack/30467164
22399,tt6068620,the-state-2017,The_State/28144898
22403,tt8030700,coincoin-et-les-zinhumains,Coincoin_et_les_Z_inhumains/26330698
22404,tt7298596,mystery-road,Mystery_Road/33589017
22410,tt7161862,stargate-origins,Stargate_Origins/26343257
22419,tt8682948,the-act,The_Act/30529870
22424,tt1210820,the-long-road-home,The_Long_Road_Home/28352443
22426,tt7423322,the-right-stuff,L_Etoffe_des_heros/26457848
22429,tt7366338,chernobyl-2019,Chernobyl/26472646
22437,tt7186588,i-am-the-night,I_Am_the_Night/38456876
22438,tt7203552,the-morning-show,The_Morning_Show/37988779
22440,tt6461346,secret-forest,Stranger/24910270
22441,tt5363912,the-last-og,The_Last_O_G/27094863
22444,tt7187044,city-on-a-hill,City_on_a_Hill/28963524
22448,tt7395992,the-rook,The_Rook/29798856
22453,tt13138972,wir-kinder-vom-bahnhof-zoo,Moi_Christiane_F/38944299
22454,tt6987476,burden-of-truth,Burden_of_Truth/28915822
22457,tt6881870,frankie-drake-mysteries,Frankie_Drake_Mysteries/27707934
22467,tt7563270,sweetbitter,Sweetbitter/29069026
22471,tt7131720,kakegurui,Gambling_School/25057957
22472,tt6660498,devilman-crybaby,Devilman_Crybaby/28720437
22479,tt7414954,diablero,Diablero/37710583
22480,tt5066664,cannon-busters,Cannon_Busters/39786863
22483,tt6877772,american-vandal,American_Vandal/26768114
22484,tt7221388,cobra-kai,Cobra_Kai/30560479
22487,tt7958782,proven-innocent,Proven_Innocent/33352882
22494,tt7210448,strange-angel,Strange_Angel/32124810
22497,tt6357658,baki-2018,Baki/35111825
22500,tt5194792,nos4a2,NOS4A2/32102473
22515,tt7255502,the-kominsky-method,La_Methode_Kominsky/36026792
22517,tt7229138,les-impatientes,Les_Impatientes/30527677
22521,tt6928052,free-rein,Zoe_et_Raven/25707436
22540,tt5966882,the-k2,The_K2/22992523
22544,tt7608248,a-million-little-things,A_Million_Little_Things/30459970
22570,tt6211542,loulou,Loulou/27118224
22574,tt8421350,manifest,Manifest/30442898
22577,tt6258718,bad-banks,Bad_Banks/29558103
22584,tt6185118,zombielars,Zombie_Lars/27020092
22588,tt8038720,bulletproof,Bulletproof/32368204
22644,tt7423538,ratched,Ratched/27518485
22649,tt8686106,quicksand,Quicksand_Rien_de_plus_grand/38925165
22654,tt7406334,black-monday,Black_Monday/37932476
22663,tt8548922,keplers,Kepler_s/32058071
22664,tt7707100,philharmonia,Philharmonia/38825697
22665,tt8427658,maman-a-tort,Maman_a_tort/32459130
22666,tt10795846,a-linterieur,A_l_interieur/29798841
22668,tt1190634,the-boys,The_Boys/21392782
22669,tt11703794,une-belle-histoire,Une_Belle_Histoire/30534335
22692,tt7725422,vida,Vida/29458745
22696,tt7375404,kidding,Kidding/27658300
22709,tt6386696,alphonse-president,Alphonse_President/27941717
22720,tt7569592,chilling-adventures-of-sabrina,Les_Nouvelles_Aventures_de_Sabrina/28914639
22721,tt7456722,hunters-2020,Hunters/29801787
22733,tt7456306,deutsch-les-landes,Deutsch_les_Landes/38084252
22748,tt6625730,patria,Patria/41607610
22749,tt7413448,pretty-little-liars-the-perfectionists,The_Perfectionists/35904069
22750,tt10234362,avenue-5,Avenue_5/27842349
22769,tt7826376,upload,Upload/29801799
22775,tt5926494,extinct-2017,Extinct/25177555
22784,tt7414406,all-american-2018,All_American/34653325
22796,tt8962124,emily-in-paris,Emily_in_Paris/37880746
22807,tt7826108,raising-dion,Comment_elever_un_super_heros/28096563
22808,tt7612548,the-outpost,The_Outpost/32106660
22815,tt5056958,mosaic,Mosaic/28286308
22824,tt8139156,access,Access/34950258
22826,tt5165368,amazing-stories-2019,Histoires_Fantastiques/28163880
22832,tt5663590,the-mrs,La_Dona/23759213
22833,tt7588054,roswell-new-mexico,Roswell/38903542
22843,tt7161312,informer,Informer/35844867
22858,tt7572868,the-name-of-the-rose,Le_Nom_de_la_Rose/38581209
22860,tt7138728,ill-behaviour,Ill_Behaviour/27024298
22871,tt0425118,i-know-this-much-is-true,I_Know_This_Much_Is_True/28261714
22881,tt6257970,the-end-of-the-fing-world,The_End_of_the_F_ing_World/28251487
22884,tt7942796,magnum-pi,Magnum/35767695
22906,tt8080122,godfather-of-harlem,Godfather_of_Harlem/35532406
22909,tt7599942,whiskey-cavalier,Whiskey_Cavalier/29798858
22910,tt7845644,single-parents,Single_Parents/32085808
22914,tt7555294,las-finest,Los_Angeles_Bad_Girls/34959804
22917,tt7587890,the-rookie,The_Rookie_le_flic_de_Los_Angeles/29798847
22924,tt5686852,flight-hs13,Last_Flight/22759907
22925,tt7569576,the-flight-attendant,The_Flight_Attendant/39733655
22932,tt7587362,four-weddings-and-a-funeral,Quatre_mariages_et_un_enterrement/38383502
22934,tt8324820,noces-rouges,Noces_Rouges/36110072
22935,tt2583620,the-twilight-zone-2019,The_Twilight_Zone_La_Quatrieme_Dimension/28633285
22940,tt7631058,the-lord-of-the-rings,The_Lord_of_the_Rings/28468372
22942,tt7598448,the-little-drummer-girl-2018,The_Little_Drummer_Girl/35880705
22943,tt8001788,most-beautiful-thing,Coisa_Mais_Linda/36073071
22946,tt7222086,made-in-abyss,Made_in_Abyss/25973243
22949,tt6800294,arctic-circle,Arctic_Circle/38370075
22954,tt7736544,3-below,Le_Trio_venu_d_ailleurs_Les_Contes_d_Arcadia/28527366
22957,tt9421436,les-secrets,Les_Secrets/32868383
22961,tt8510382,high-school-musical-the-musical,High_School_Musical_La_Comedie_Musicale_La_Serie/37907708
22962,tt8610082,monsters-at-work,Monstres_Cie_Au_travail/39094000
22963,tt8111088,the-mandalorian,The_Mandalorian/31246649
22964,tt8009602,huge-in-france,Huge_en_France/39035243
22966,tt7608238,wanderlust,Wanderlust/36294205
22979,tt5056196,catch-22,Catch_22/38836798
22989,tt7661046,dollface,Dollface/29799888
22997,tt7658402,harley-quinn,Harley_Quinn/28694032
22998,tt9731266,the-idhun-chronicles,Idhun/38940734
23001,tt7661390,gangs-of-london,Gangs_of_London/28700891
23024,tt7767422,sex-education,Sex_Education/29698426
23026,tt7712606,the-long-song,The_Long_Song/29801789
23027,tt7718088,bonding,Bonding/28953424
23028,tt7680918,jeux-dinfluence,Jeux_d_influence/32077826
23032,tt8387348,la-casa-de-las-flores,La_Casa_de_las_Flores/35805299
23033,tt6898970,tidelands,Terre_de_marees/30463292
23036,tt7695916,tell-me-a-story-2018,Tell_Me_a_Story/28834279
23037,tt11761132,il-a-deja-tes-yeux,Il_a_deja_tes_yeux_Les_nouvelles_aventures/41150287
23038,tt7712598,blood-treasure,Blood_and_Treasure/29798860
23039,tt7686464,a-christmas-carol-2019,A_Christmas_Carol/39570067
23054,tt6889090,the-miniaturist,Miniaturiste/28851218
23059,tt7745956,she-ra-and-the-princesses-of-power,She_Ra_et_les_princesses_au_pouvoir/33978745
23060,tt7741824,the-boss-baby-back-in-business,Baby_Boss_les_affaires_reprennent/31276050
23066,tt6712476,bancroft,Bancroft/28799828
23068,tt7784442,captain-tsubasa-2018,Captain_Tsubasa/29002617
23078,tt7078710,everything-sucks,Everything_Sucks/29537144
23080,tt7772588,for-all-mankind,For_All_Mankind/29401801
23097,tt5103758,troy-fall-of-a-city,Troie_La_Chute_d_une_cite/27091636
23104,tt6136644,unite-42,Unite_42/28562753
23116,tt7459986,the-widow,The_Widow/38905732
23118,tt7820906,good-trouble,Good_Trouble/36231751
23120,tt9350920,hippocrate,Hippocrate/29798831
23121,tt7821582,truth-be-told-2019,Truth_Be_Told/29798880
23123,tt9293466,balthazar,Balthazar/38097131
23133,tt9657908,au-dela-des-apparences,Au_dela_des_Apparences/32523849
23139,tt7420880,nu,NU/29387753
23142,tt7157494,kiri,Kiri/29115494
23158,tt5973164,fearless-2017,Fearless/25476896
23160,tt6516354,arthurs-law,Arthur_s_Law/36419821
23163,tt7949218,see,Dans_leur_regard/35767402
23164,tt9308346,the-plot-against-america,The_Plot_Against_America/38196442
23173,tt5242220,the-story-of-god-2016,The_Story_of_God/19786815
23181,tt7907922,truth-seekers,Truth_Seekers/29589426
23184,tt7078180,violet-evergarden,Violet_Evergarden/28917173
23190,tt9151310,vingt-cinq,Vingt_Cinq/29798843
23197,tt7939768,the-mighty-ducks-game-changers,Les_Petits_Champions_Game_Changers/41333180
23198,tt7651892,one-strange-rock,Une_Planete_Sans_Pareil/30145571
23200,tt7908628,what-we-do-in-the-shadows,What_We_Do_In_The_Shadows/35043790
23212,tt7938588,curfew,Curfew/38917753
23217,tt7712594,fam,Fam/30157073
23219,tt7942794,the-neighborhood,The_Neighborhood/35767235
23224,tt7948996,chimerica,Chimerica/29799324
23225,tt5749974,the-body-collector,The_Body_Collector/29567080
23228,tt7889220,dirty-money-2018,Dirty_Money/29185128
23231,tt7879820,on-my-block,On_My_Block/29892322
23234,tt7332652,remind,Re_Mind/29125594
23240,tt7772602,in-the-dark-us,In_the_Dark/38933252
23245,tt7491982,fbi,FBI/37642937
23246,tt7909970,unbelievable,Unbelievable/30397312
23249,tt7920500,skam-fr,Skam_FR/30108705
23257,tt6712390,requiem,Requiem/30108294
23262,tt9564862,the-red-line,The_Red_Line/37684325
23266,tt7671068,grand-hotel,Grand_Hotel/30157530
23269,tt7971476,the-politician-2019,The_Politician/30092074
23276,tt7943036,il-etait-une-seconde-fois,Il_etait_une_seconde_fois/39728076
23277,tt7923832,avlu,Avlu/36593734
23279,tt9050352,le-bazar-de-la-charite,Le_Bazar_de_la_Charite/40569955
23292,tt6958022,the-defiant-ones,The_Defiant_Ones/31954933
23295,tt7817340,new-amsterdam-2018,New_Amsterdam/32954701
23297,tt8388390,chucky,Chucky/30409301
23304,tt8000638,sorry-for-your-loss,Sorry_For_Your_Loss/37028467
23305,tt7095194,beat,Beat/37866629
23316,tt8021824,the-innocents,The_Innocents/31649489
23320,tt7913450,soundtrack,Soundtrack/181534
23326,tt8134186,devs,Devs/31452621
23331,tt8883922,un-si-grand-soleil,Un_si_grand_soleil/36120884
23333,tt8036272,tuca-bertie,Tuca_Bertie/30746467
23342,tt7371868,pine-gap,Pine_Gap/37416173
23344,tt7861612,the-inbetween,The_In_Between/33429804
23354,tt8050740,amphibia,Amphibia/35947434
23359,tt8923396,jinn,Jinns/36187745
23360,tt8068860,servant,Servant/38163816
23365,tt7768848,wild-wild-country,Wild_Wild_Country/30879948
23366,tt8004578,flint-town,Flint_Town/30736765
23367,tt8092942,girls-incarcerated,Jeunes_filles_en_prison/31037606
23368,tt7468900,borderline-2017,Borderliner/31224810
23369,tt8080292,the-watch-2020,The_Watch/31011162
23377,tt8089592,little-fires-everywhere,Little_Fires_Everywhere/35532384
23378,tt8390342,the-enemy-within,The_Enemy_Within/32058077
23381,tt7493974,bodyguard-2018,Bodyguard/35344450
23382,tt6342474,boruto-naruto-next-generations,Boruto_Naruto_Next_Generations/24453172
23385,tt7668518,the-protector-2018,Le_Protecteur_d_Istanbul/34852082
23387,tt8101850,undone,Undone/38861759
23388,tt8185098,alexandra-ehle,Alexandra_Ehle/32105020
23389,tt8103070,legacies,Legacies/35367445
23404,tt8220344,when-heroes-fly,When_Heroes_Fly/31441059
23405,tt8134470,the-undoing-2020,The_Undoing/35532450
23407,tt8129006,central-park,Central_Park/40565862
23409,tt8118950,the-hunter-2018,Il_Cacciatore/31437858
23411,tt7263154,undercover-2019,Undercover/31440882
23415,tt8179402,fate-the-winx-saga,Destin_La_saga_Winx/40306260
23416,tt5963958,innocent-2018,Innocent_2018/29492973
23422,tt8128344,flack,Flack/38582295
23426,tt8417308,the-spanish-princess,The_Spanish_Princess/38918803
23430,tt5897304,mob-psycho-100,Mob_Psycho_100/21289551
23431,tt8126120,victor-hugo-ennemi-detat,Victor_Hugo_Ennemi_d_Etat/37918808
23438,tt8451638,beecham-house,Beecham_House/39045708
23460,tt5881326,tagged,T_gged/22437305
23461,tt8178650,the-victim,The_Victim/32085785
23467,tt8201814,now-apocalypse,Now_Apocalypse/32022830
23470,tt8050756,the-owl-house,Luz_a_Osville/30755729
23471,tt12688688,tiger-2021,Tiger/42580393
23474,tt7945720,dirty-john,Dirty_John/36144696
23478,tt8210856,cursed-2020,Cursed_La_rebelle/37545909
23482,tt6586344,warrior-2018,Warrior/32075817
23499,tt8292872,vermin,Vermin/32108441
23502,tt8001226,the-war-of-the-worlds-2019,La_Guerre_des_Mondes_UK/38923862
23505,tt5023666,arslan-senki,The_Heroic_Legend_of_Arslan/13284393
23507,tt8304608,mrs-fletcher,Mrs_Fletcher/32079039
23508,tt6882202,the-detail,The_Detail/30113003
23511,tt8235236,paradise-pd,Paradise_Police/35967561
23513,tt8064302,dead-to-me,Dead_To_Me/35793060
23515,tt9193534,un-avion-sans-elle,Un_avion_sans_elle/32523547
23524,tt8075008,the-luminaries,The_Luminaries/37619492
23531,tt8200004,bobby-kennedy-for-president,Bobby_Kennedy_for_President/32339901
23534,tt8289480,treadstone,Treadstone/36245657
23539,tt8045468,run-2020,Run/32116335
23545,tt8904472,mike,Mike/37562462
23553,tt9170638,plan-coeur,Plan_Coeur/38001970
23554,tt7371666,1983,1983/36002773
23555,tt8295472,the-order,The_Order/32524330
23556,tt11065958,wir-sind-die-welle,Nous_La_Vague/32322931
23558,tt8403622,luna-nera,Luna_Nera/37879823
23559,tt8403664,the-english-game,The_English_Game/37881374
23561,tt8304498,turn-up-charlie,Charlie_monte_le_son/35510116
23563,tt7645192,baby,Baby/32524329
23566,tt8403570,mortel,Mortel/38765509
23567,tt11269714,gregory,Gregory/40660706
23569,tt8594276,jett,Jett/35321569
23572,tt8634336,les-ombres-rouges,Les_Ombres_rouges/39032174
23578,tt6859806,mrs-wilson,Mrs_Wilson/38285310
23579,tt9319680,ambitions,Ambitions/38568618
23580,tt10545872,le-grand-bazar,Le_Grand_Bazar/32674522
23581,tt8322592,fast-furious-spy-racers,Fast_Furious_Les_espions_dans_la_course/35704749
23593,tt8336340,star-wars-resistance,Star_Wars_Resistance/32547234
23595,tt8369840,another-life-2019,Another_Life/32555898
23596,tt7801780,origin,Origin/35893066
23598,tt5356210,un-entretien,Un_entretien/33656004
23599,tt9569618,infidele,Infidele/38749599
23601,tt8342862,evil-genius-the-true-story-of-americas-most-diabolical-bank-heist,Les_Genies_du_mal/32873967
23602,tt6807662,the-new-legend-of-monkey,Les_Nouvelles_Legendes_du_Roi_Singe/29310603
23605,tt7660730,black-earth-rising,Black_Earth_Rising/36157881
23608,tt8259142,baptiste,Baptiste/38934993
23609,tt8427140,into-the-dark,Into_the_Dark/35767789
23610,tt8362852,swamp-thing-2019,Swamp_Thing/32912191
23613,tt8892926,reef-break,Reef_Break/36320049
23614,tt8005176,the-feed-2019,The_Feed/40306225
23616,tt7909878,the-lawyer,The_Lawyer/31148758
23623,tt8905884,adult-material,Adult_Material/37880287
23628,tt8382834,instinto,Instinto/40697969
23630,tt8398600,after-life,After_Life/38903834
23631,tt3829868,looking-for-alaska,Looking_for_Alaska/33367355
23637,tt8416494,doom-patrol,Doom_Patrol/33758362
23639,tt8420184,the-last-dance,The_Last_Dance/35141553
23641,tt8425532,pennyworth,Pennyworth/36387922
23644,tt8433216,super-dragon-ball-heroes,Dragon_Ball_Heroes/33898689
23664,tt10677432,mytho,Mytho/39076456
23671,tt8463714,the-abc-murders,ABC_contre_Poirot/35845011
23680,tt8476166,brigada-costa-del-sol,Brigada_Costa_del_Sol/40481528
23681,tt11131980,ninguem-ta-olhando,Personne_ne_regarde/40718070
23683,tt7949204,chambers-2019,Chambers/35041301
23684,tt10462338,le-temps-est-assassin,Le_Temps_est_assassin/39875974
23685,tt8359610,death-and-nightingales,Death_And_Nightingales/38356758
23687,tt8518136,dickinson,Dickinson/36394989
23695,tt8690918,resident-alien,Resident_Alien/38983055
23697,tt7217374,hidden-2018,Hidden/29536468
23698,tt8619822,light-as-a-feather,Le_Jeu_Maudit/36195165
23706,tt8078816,pretty-noona-who-buys-me-food,Something_in_the_Rain/31563623
23707,tt8694364,years-and-years,Years_and_Years/34996851
23716,tt8740976,inventing-anna,Inventing_Anna/40607180
23717,tt8787802,away,Away/39566670
23730,tt8543390,modern-love,Modern_Love/37881355
